KOD WOJ.,WOJEWÓDZTWO,IMIĘ PIERWSZE,PŁEĆ,LICZBA WYSTĄPIEŃ
4,KUJAWSKO-POMORSKIE,NOEMI,KOBIETA,8
4,KUJAWSKO-POMORSKIE,ALINA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,DARIA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,LARYSA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,KRYSTYNA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,KARINA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,JUSTYNA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,GLORIA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,RITA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,MILANA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,FLORENTYNA,KOBIETA,7
4,KUJAWSKO-POMORSKIE,LIVIA,KOBIETA,6
4,KUJAWSKO-POMORSKIE,AMANDA,KOBIETA,6
4,KUJAWSKO-POMORSKIE,DAGMARA,KOBIETA,6
4,KUJAWSKO-POMORSKIE,SANDRA,KOBIETA,6
4,KUJAWSKO-POMORSKIE,LILA,KOBIETA,6
4,KUJAWSKO-POMORSKIE,ELENA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,LUNA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,JULIANNA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,JOWITA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,AGNIESZKA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,TAMARA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,ANITA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,NICOLA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,INKA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,FRANCISZKA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,EMMA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,KAMILA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,MONIKA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,SYLWIA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,NASTIA,KOBIETA,5
4,KUJAWSKO-POMORSKIE,INES,KOBIETA,4
4,KUJAWSKO-POMORSKIE,EVA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,VICTORIA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,ADELINA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,MICHELLE,KOBIETA,4
4,KUJAWSKO-POMORSKIE,MARIETTA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,NIKOL,KOBIETA,4
4,KUJAWSKO-POMORSKIE,KIRA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,OTYLIA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,ELŻBIETA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,EMILIIA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,NICOLE,KOBIETA,4
4,KUJAWSKO-POMORSKIE,JUDYTA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,ZOE,KOBIETA,4
4,KUJAWSKO-POMORSKIE,VERONIKA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,IRENA,KOBIETA,4
4,KUJAWSKO-POMORSKIE,INEZ,KOBIETA,4
4,KUJAWSKO-POMORSKIE,VIKTORIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,PAULA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,ELEONORA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,MILA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,JULITA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,OFELIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,SOFIIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,LUCYNA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,AURORA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,BOGUMIŁA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,NELLA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,MIIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,EMILY,KOBIETA,3
4,KUJAWSKO-POMORSKIE,ALISA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,ANASTASIIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,OKTAWIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,EWELINA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,ANDŻELIKA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,MAYA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,BIANCA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,MELISA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,TERESA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,NELIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,SOLOMIIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,BOŻENA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,SONIA,KOBIETA,3
4,KUJAWSKO-POMORSKIE,WALERIA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,LEIA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,YEVA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,KLEMENTYNA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,SALMA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,MIRA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,KONSTANCJA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,IZABELLA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,TOLA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,STELLA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,SABINA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ALENA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ADRIANA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,OLA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,SOPHIE,KOBIETA,2
4,KUJAWSKO-POMORSKIE,LIZA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,DANUTA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,VERA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,JÓZEFINA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,POLINA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ZOYA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,BOGDANA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,TATIANA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,VIKTORIIA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ELINA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,INESS,KOBIETA,2
4,KUJAWSKO-POMORSKIE,MARIIA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,PAMELA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ALEXANDRA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,DANIELA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,LILI,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ANETA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,KATALEJA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,DOBRAWA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,LETYCJA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,SAMANTA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,JANA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,YELYZAVETA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,IDALIA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ASTRID,KOBIETA,2
4,KUJAWSKO-POMORSKIE,ZLATA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,NAOMI,KOBIETA,2
4,KUJAWSKO-POMORSKIE,DALIA,KOBIETA,2
4,KUJAWSKO-POMORSKIE,GAIA,KOBIETA,2
6,LUBELSKIE,ZUZANNA,KOBIETA,286
6,LUBELSKIE,HANNA,KOBIETA,258
6,LUBELSKIE,ZOFIA,KOBIETA,258
6,LUBELSKIE,LAURA,KOBIETA,254
6,LUBELSKIE,ALICJA,KOBIETA,243
6,LUBELSKIE,MAJA,KOBIETA,241
6,LUBELSKIE,OLIWIA,KOBIETA,220
6,LUBELSKIE,JULIA,KOBIETA,215
6,LUBELSKIE,POLA,KOBIETA,197
6,LUBELSKIE,LENA,KOBIETA,178
6,LUBELSKIE,MARCELINA,KOBIETA,177
6,LUBELSKIE,MARIA,KOBIETA,158
6,LUBELSKIE,WIKTORIA,KOBIETA,152
6,LUBELSKIE,ALEKSANDRA,KOBIETA,151
6,LUBELSKIE,AMELIA,KOBIETA,151
6,LUBELSKIE,MICHALINA,KOBIETA,145
6,LUBELSKIE,ANTONINA,KOBIETA,141
6,LUBELSKIE,IGA,KOBIETA,141
6,LUBELSKIE,EMILIA,KOBIETA,139
6,LUBELSKIE,KLARA,KOBIETA,129
6,LUBELSKIE,KORNELIA,KOBIETA,128
6,LUBELSKIE,GABRIELA,KOBIETA,122
6,LUBELSKIE,LILIANA,KOBIETA,117
6,LUBELSKIE,HELENA,KOBIETA,113
6,LUBELSKIE,ŁUCJA,KOBIETA,107
6,LUBELSKIE,NATALIA,KOBIETA,104
6,LUBELSKIE,BLANKA,KOBIETA,90
6,LUBELSKIE,NELA,KOBIETA,86
6,LUBELSKIE,NIKOLA,KOBIETA,78
6,LUBELSKIE,ANNA,KOBIETA,78
6,LUBELSKIE,JAGODA,KOBIETA,77
6,LUBELSKIE,ANIELA,KOBIETA,71
6,LUBELSKIE,NADIA,KOBIETA,67
6,LUBELSKIE,WERONIKA,KOBIETA,66
6,LUBELSKIE,MILENA,KOBIETA,60
6,LUBELSKIE,KAJA,KOBIETA,58
6,LUBELSKIE,ANASTAZJA,KOBIETA,57
6,LUBELSKIE,KAROLINA,KOBIETA,56
6,LUBELSKIE,NINA,KOBIETA,49
6,LUBELSKIE,LILIANNA,KOBIETA,49
6,LUBELSKIE,BARBARA,KOBIETA,47
6,LUBELSKIE,LIWIA,KOBIETA,44
6,LUBELSKIE,ROZALIA,KOBIETA,44
6,LUBELSKIE,SARA,KOBIETA,39
6,LUBELSKIE,MARTYNA,KOBIETA,38
6,LUBELSKIE,MAGDALENA,KOBIETA,35
6,LUBELSKIE,AGATA,KOBIETA,35
6,LUBELSKIE,RÓŻA,KOBIETA,35
6,LUBELSKIE,IZABELA,KOBIETA,34
6,LUBELSKIE,MIA,KOBIETA,33
6,LUBELSKIE,ADRIANNA,KOBIETA,32
6,LUBELSKIE,AURELIA,KOBIETA,31
6,LUBELSKIE,LIDIA,KOBIETA,31
6,LUBELSKIE,MATYLDA,KOBIETA,29
6,LUBELSKIE,KINGA,KOBIETA,28
6,LUBELSKIE,KALINA,KOBIETA,28
6,LUBELSKIE,JOANNA,KOBIETA,23
6,LUBELSKIE,PATRYCJA,KOBIETA,21
6,LUBELSKIE,ELIZA,KOBIETA,21
6,LUBELSKIE,APOLONIA,KOBIETA,21
6,LUBELSKIE,MELANIA,KOBIETA,20
6,LUBELSKIE,KATARZYNA,KOBIETA,20
6,LUBELSKIE,MAŁGORZATA,KOBIETA,20
6,LUBELSKIE,DIANA,KOBIETA,20
6,LUBELSKIE,WANDA,KOBIETA,19
6,LUBELSKIE,GAJA,KOBIETA,18
6,LUBELSKIE,DOMINIKA,KOBIETA,17
6,LUBELSKIE,DARIA,KOBIETA,17
6,LUBELSKIE,IDA,KOBIETA,17
6,LUBELSKIE,KLAUDIA,KOBIETA,17
6,LUBELSKIE,PAULINA,KOBIETA,17
6,LUBELSKIE,SANDRA,KOBIETA,16
6,LUBELSKIE,DOROTA,KOBIETA,16
6,LUBELSKIE,ELENA,KOBIETA,16
6,LUBELSKIE,URSZULA,KOBIETA,15
6,LUBELSKIE,NEL,KOBIETA,15
6,LUBELSKIE,MALWINA,KOBIETA,15
6,LUBELSKIE,MARTA,KOBIETA,14
6,LUBELSKIE,ADA,KOBIETA,14
6,LUBELSKIE,EWA,KOBIETA,14
6,LUBELSKIE,BIANKA,KOBIETA,14
6,LUBELSKIE,OLIVIA,KOBIETA,12
6,LUBELSKIE,ADELA,KOBIETA,12
6,LUBELSKIE,OLGA,KOBIETA,12
6,LUBELSKIE,LARA,KOBIETA,11
6,LUBELSKIE,ZOJA,KOBIETA,11
6,LUBELSKIE,MARIANNA,KOBIETA,11
6,LUBELSKIE,EMMA,KOBIETA,11
6,LUBELSKIE,KAMILA,KOBIETA,11
6,LUBELSKIE,JADWIGA,KOBIETA,10
6,LUBELSKIE,STEFANIA,KOBIETA,10
6,LUBELSKIE,LILIA,KOBIETA,10
6,LUBELSKIE,SOFIA,KOBIETA,10
6,LUBELSKIE,RITA,KOBIETA,9
6,LUBELSKIE,LEA,KOBIETA,9
6,LUBELSKIE,CELINA,KOBIETA,9
6,LUBELSKIE,LILA,KOBIETA,9
6,LUBELSKIE,FRANCISZKA,KOBIETA,8
6,LUBELSKIE,VICTORIA,KOBIETA,8
6,LUBELSKIE,MARIKA,KOBIETA,8
6,LUBELSKIE,JOWITA,KOBIETA,7
6,LUBELSKIE,LIVIA,KOBIETA,7
6,LUBELSKIE,ADELINA,KOBIETA,6
6,LUBELSKIE,KONSTANCJA,KOBIETA,6
6,LUBELSKIE,ANASTASIA,KOBIETA,6
6,LUBELSKIE,LUIZA,KOBIETA,6
6,LUBELSKIE,NOEMI,KOBIETA,6
6,LUBELSKIE,MONIKA,KOBIETA,6
6,LUBELSKIE,SABINA,KOBIETA,6
6,LUBELSKIE,EWELINA,KOBIETA,6
6,LUBELSKIE,JANINA,KOBIETA,6
6,LUBELSKIE,KARINA,KOBIETA,6
6,LUBELSKIE,ANETA,KOBIETA,5
6,LUBELSKIE,MILANA,KOBIETA,5
6,LUBELSKIE,AGNIESZKA,KOBIETA,5
6,LUBELSKIE,FELICJA,KOBIETA,5
6,LUBELSKIE,ALINA,KOBIETA,5
6,LUBELSKIE,JUSTYNA,KOBIETA,5
6,LUBELSKIE,INGA,KOBIETA,5
6,LUBELSKIE,GLORIA,KOBIETA,5
6,LUBELSKIE,EMILY,KOBIETA,5
6,LUBELSKIE,LUCYNA,KOBIETA,5
6,LUBELSKIE,MAGDA,KOBIETA,4
6,LUBELSKIE,JULIANNA,KOBIETA,4
6,LUBELSKIE,JULITA,KOBIETA,4
6,LUBELSKIE,AMANDA,KOBIETA,4
6,LUBELSKIE,FLORENTYNA,KOBIETA,4
6,LUBELSKIE,JAŚMINA,KOBIETA,4
6,LUBELSKIE,KIRA,KOBIETA,4
6,LUBELSKIE,VANESSA,KOBIETA,4
6,LUBELSKIE,INEZ,KOBIETA,4
6,LUBELSKIE,GAIA,KOBIETA,3
6,LUBELSKIE,CARMEN,KOBIETA,3
6,LUBELSKIE,NICOLA,KOBIETA,3
6,LUBELSKIE,ELŻBIETA,KOBIETA,3
6,LUBELSKIE,MARCELA,KOBIETA,3
6,LUBELSKIE,MILA,KOBIETA,3
6,LUBELSKIE,IDALIA,KOBIETA,3
6,LUBELSKIE,KATERYNA,KOBIETA,3
6,LUBELSKIE,NELLY,KOBIETA,3
6,LUBELSKIE,SYLWIA,KOBIETA,3
6,LUBELSKIE,INKA,KOBIETA,3
6,LUBELSKIE,KAYA,KOBIETA,3
6,LUBELSKIE,PAULA,KOBIETA,3
6,LUBELSKIE,TERESA,KOBIETA,3
6,LUBELSKIE,VERONIKA,KOBIETA,3
6,LUBELSKIE,BOGUMIŁA,KOBIETA,3
6,LUBELSKIE,IZABELLA,KOBIETA,3
6,LUBELSKIE,MELISA,KOBIETA,3
6,LUBELSKIE,FAUSTYNA,KOBIETA,3
6,LUBELSKIE,ISABELLA,KOBIETA,3
6,LUBELSKIE,VIKTORIA,KOBIETA,3
6,LUBELSKIE,KRYSTYNA,KOBIETA,3
6,LUBELSKIE,ARIANA,KOBIETA,3
6,LUBELSKIE,MARYLA,KOBIETA,3
6,LUBELSKIE,ZLATA,KOBIETA,3
6,LUBELSKIE,ADRIANA,KOBIETA,3
6,LUBELSKIE,STELLA,KOBIETA,3
6,LUBELSKIE,LILY,KOBIETA,3
6,LUBELSKIE,ROKSANA,KOBIETA,3
6,LUBELSKIE,BEATA,KOBIETA,3
6,LUBELSKIE,DANUTA,KOBIETA,3
6,LUBELSKIE,ESTERA,KOBIETA,3
6,LUBELSKIE,SONIA,KOBIETA,3
6,LUBELSKIE,HANA,KOBIETA,3
6,LUBELSKIE,OKTAWIA,KOBIETA,2
6,LUBELSKIE,RENATA,KOBIETA,2
6,LUBELSKIE,JÓZEFINA,KOBIETA,2
6,LUBELSKIE,LILLY,KOBIETA,2
6,LUBELSKIE,SOPHIE,KOBIETA,2
6,LUBELSKIE,NAWOJKA,KOBIETA,2
6,LUBELSKIE,NIKA,KOBIETA,2
6,LUBELSKIE,IZA,KOBIETA,2
6,LUBELSKIE,JUDYTA,KOBIETA,2
6,LUBELSKIE,NASTIA,KOBIETA,2
6,LUBELSKIE,DANA,KOBIETA,2
6,LUBELSKIE,ALICE,KOBIETA,2
6,LUBELSKIE,ARIA,KOBIETA,2
6,LUBELSKIE,ANTONIA,KOBIETA,2
6,LUBELSKIE,ANIKA,KOBIETA,2
6,LUBELSKIE,MAYA,KOBIETA,2
6,LUBELSKIE,SOLOMIYA,KOBIETA,2
6,LUBELSKIE,OLIMPIA,KOBIETA,2
6,LUBELSKIE,ILONA,KOBIETA,2
6,LUBELSKIE,HIACYNTA,KOBIETA,2
6,LUBELSKIE,TOLA,KOBIETA,2
6,LUBELSKIE,DAGMARA,KOBIETA,2
6,LUBELSKIE,BIANCA,KOBIETA,2
6,LUBELSKIE,EVELINA,KOBIETA,2
6,LUBELSKIE,ARINA,KOBIETA,2
6,LUBELSKIE,MIRIAM,KOBIETA,2
6,LUBELSKIE,DALIA,KOBIETA,2
6,LUBELSKIE,OLA,KOBIETA,2
6,LUBELSKIE,SOPHIA,KOBIETA,2
6,LUBELSKIE,JAGNA,KOBIETA,2
6,LUBELSKIE,IRENA,KOBIETA,2
6,LUBELSKIE,NAOMI,KOBIETA,2
6,LUBELSKIE,YESENIIA,KOBIETA,2
6,LUBELSKIE,ALIA,KOBIETA,2
6,LUBELSKIE,JANA,KOBIETA,2
6,LUBELSKIE,EUGENIA,KOBIETA,2
6,LUBELSKIE,WIOLETTA,KOBIETA,2
6,LUBELSKIE,ANITA,KOBIETA,2
8,LUBUSKIE,MAJA,KOBIETA,129
8,LUBUSKIE,ZOFIA,KOBIETA,129
8,LUBUSKIE,ZUZANNA,KOBIETA,124
8,LUBUSKIE,HANNA,KOBIETA,116
8,LUBUSKIE,LAURA,KOBIETA,113
8,LUBUSKIE,POLA,KOBIETA,111
8,LUBUSKIE,OLIWIA,KOBIETA,106
8,LUBUSKIE,LENA,KOBIETA,99
8,LUBUSKIE,MARIA,KOBIETA,93
8,LUBUSKIE,MICHALINA,KOBIETA,87
8,LUBUSKIE,JULIA,KOBIETA,87
8,LUBUSKIE,ANTONINA,KOBIETA,82
8,LUBUSKIE,MARCELINA,KOBIETA,81
8,LUBUSKIE,ALICJA,KOBIETA,71
8,LUBUSKIE,EMILIA,KOBIETA,67
8,LUBUSKIE,IGA,KOBIETA,66
8,LUBUSKIE,AMELIA,KOBIETA,64
8,LUBUSKIE,NELA,KOBIETA,64
8,LUBUSKIE,KLARA,KOBIETA,55
8,LUBUSKIE,WIKTORIA,KOBIETA,53
8,LUBUSKIE,KORNELIA,KOBIETA,52
8,LUBUSKIE,GABRIELA,KOBIETA,48
8,LUBUSKIE,LILIANA,KOBIETA,47
8,LUBUSKIE,ALEKSANDRA,KOBIETA,46
8,LUBUSKIE,NADIA,KOBIETA,46
8,LUBUSKIE,HELENA,KOBIETA,45
8,LUBUSKIE,ANASTAZJA,KOBIETA,44
8,LUBUSKIE,BLANKA,KOBIETA,41
8,LUBUSKIE,KAJA,KOBIETA,41
8,LUBUSKIE,MIA,KOBIETA,39
8,LUBUSKIE,ANNA,KOBIETA,39
8,LUBUSKIE,LILIANNA,KOBIETA,35
8,LUBUSKIE,ŁUCJA,KOBIETA,34
8,LUBUSKIE,MILENA,KOBIETA,33
8,LUBUSKIE,JAGODA,KOBIETA,32
8,LUBUSKIE,ROZALIA,KOBIETA,31
8,LUBUSKIE,NINA,KOBIETA,31
8,LUBUSKIE,LIWIA,KOBIETA,28
8,LUBUSKIE,NATALIA,KOBIETA,27
8,LUBUSKIE,RÓŻA,KOBIETA,27
8,LUBUSKIE,ZOJA,KOBIETA,23
8,LUBUSKIE,SARA,KOBIETA,22
8,LUBUSKIE,WERONIKA,KOBIETA,22
8,LUBUSKIE,AGATA,KOBIETA,21
8,LUBUSKIE,ELIZA,KOBIETA,20
8,LUBUSKIE,NIKOLA,KOBIETA,18
8,LUBUSKIE,KAROLINA,KOBIETA,18
8,LUBUSKIE,BARBARA,KOBIETA,17
8,LUBUSKIE,KALINA,KOBIETA,16
8,LUBUSKIE,GAJA,KOBIETA,15
8,LUBUSKIE,MARIANNA,KOBIETA,14
8,LUBUSKIE,ADRIANNA,KOBIETA,14
8,LUBUSKIE,MAGDALENA,KOBIETA,14
8,LUBUSKIE,MARTYNA,KOBIETA,14
8,LUBUSKIE,BIANKA,KOBIETA,13
8,LUBUSKIE,LIDIA,KOBIETA,13
8,LUBUSKIE,JAGNA,KOBIETA,12
8,LUBUSKIE,JAŚMINA,KOBIETA,12
8,LUBUSKIE,MILANA,KOBIETA,12
8,LUBUSKIE,ANIELA,KOBIETA,12
8,LUBUSKIE,AURELIA,KOBIETA,11
8,LUBUSKIE,KATARZYNA,KOBIETA,11
8,LUBUSKIE,MATYLDA,KOBIETA,11
8,LUBUSKIE,JOANNA,KOBIETA,11
8,LUBUSKIE,DIANA,KOBIETA,11
8,LUBUSKIE,KINGA,KOBIETA,11
8,LUBUSKIE,LILIA,KOBIETA,10
8,LUBUSKIE,KLAUDIA,KOBIETA,10
8,LUBUSKIE,DOMINIKA,KOBIETA,10
8,LUBUSKIE,MARIKA,KOBIETA,10
8,LUBUSKIE,LARA,KOBIETA,10
8,LUBUSKIE,APOLONIA,KOBIETA,9
8,LUBUSKIE,MALWINA,KOBIETA,9
8,LUBUSKIE,NOEMI,KOBIETA,9
8,LUBUSKIE,EWA,KOBIETA,9
8,LUBUSKIE,NEL,KOBIETA,8
8,LUBUSKIE,MARIIA,KOBIETA,8
8,LUBUSKIE,IDA,KOBIETA,8
8,LUBUSKIE,EWELINA,KOBIETA,8
8,LUBUSKIE,MARTA,KOBIETA,8
8,LUBUSKIE,MELANIA,KOBIETA,8
8,LUBUSKIE,WANDA,KOBIETA,8
8,LUBUSKIE,LEA,KOBIETA,8
8,LUBUSKIE,SOFIA,KOBIETA,7
8,LUBUSKIE,MILA,KOBIETA,7
8,LUBUSKIE,OLGA,KOBIETA,7
8,LUBUSKIE,OLIVIA,KOBIETA,7
8,LUBUSKIE,PAULINA,KOBIETA,7
8,LUBUSKIE,MAŁGORZATA,KOBIETA,7
8,LUBUSKIE,LUIZA,KOBIETA,7
8,LUBUSKIE,IZABELA,KOBIETA,7
8,LUBUSKIE,INGA,KOBIETA,6
8,LUBUSKIE,VERONIKA,KOBIETA,6
8,LUBUSKIE,URSZULA,KOBIETA,6
8,LUBUSKIE,ELENA,KOBIETA,6
8,LUBUSKIE,JANINA,KOBIETA,6
8,LUBUSKIE,RITA,KOBIETA,6
8,LUBUSKIE,NIKOL,KOBIETA,6
8,LUBUSKIE,SANDRA,KOBIETA,6
8,LUBUSKIE,AGNIESZKA,KOBIETA,6
8,LUBUSKIE,ALISA,KOBIETA,6
8,LUBUSKIE,KRYSTYNA,KOBIETA,6
8,LUBUSKIE,TOLA,KOBIETA,6
8,LUBUSKIE,ZOE,KOBIETA,6
8,LUBUSKIE,EMMA,KOBIETA,5
8,LUBUSKIE,EVA,KOBIETA,5
8,LUBUSKIE,POLINA,KOBIETA,5
8,LUBUSKIE,NICOLE,KOBIETA,5
8,LUBUSKIE,GLORIA,KOBIETA,5
8,LUBUSKIE,ROKSANA,KOBIETA,5
8,LUBUSKIE,AURORA,KOBIETA,5
8,LUBUSKIE,KIRA,KOBIETA,5
8,LUBUSKIE,SOFIIA,KOBIETA,5
8,LUBUSKIE,ALINA,KOBIETA,5
8,LUBUSKIE,TERESA,KOBIETA,4
8,LUBUSKIE,ARINA,KOBIETA,4
8,LUBUSKIE,SOFIJA,KOBIETA,4
8,LUBUSKIE,JADWIGA,KOBIETA,4
8,LUBUSKIE,EMILIIA,KOBIETA,4
8,LUBUSKIE,DOROTA,KOBIETA,4
8,LUBUSKIE,VICTORIA,KOBIETA,4
8,LUBUSKIE,ADELA,KOBIETA,4
8,LUBUSKIE,ANASTASIA,KOBIETA,4
8,LUBUSKIE,JÓZEFINA,KOBIETA,4
8,LUBUSKIE,SABINA,KOBIETA,4
8,LUBUSKIE,NATASZA,KOBIETA,4
8,LUBUSKIE,MAYA,KOBIETA,4
8,LUBUSKIE,SONIA,KOBIETA,4
8,LUBUSKIE,PATRYCJA,KOBIETA,4
8,LUBUSKIE,STEFANIA,KOBIETA,4
8,LUBUSKIE,DARIA,KOBIETA,4
8,LUBUSKIE,ZLATA,KOBIETA,3
8,LUBUSKIE,AMINA,KOBIETA,3
8,LUBUSKIE,WANESSA,KOBIETA,3
8,LUBUSKIE,MIROSLAVA,KOBIETA,3
8,LUBUSKIE,SOPHIA,KOBIETA,3
8,LUBUSKIE,VANESSA,KOBIETA,3
8,LUBUSKIE,WALERIA,KOBIETA,3
8,LUBUSKIE,ELIZAVETA,KOBIETA,3
8,LUBUSKIE,FELICJA,KOBIETA,3
8,LUBUSKIE,GAIA,KOBIETA,3
8,LUBUSKIE,ADELINA,KOBIETA,3
8,LUBUSKIE,GABRIELLA,KOBIETA,3
8,LUBUSKIE,OLIMPIA,KOBIETA,3
8,LUBUSKIE,DALIA,KOBIETA,3
8,LUBUSKIE,MELISSA,KOBIETA,3
8,LUBUSKIE,MICHELLE,KOBIETA,3
8,LUBUSKIE,NAOMI,KOBIETA,3
8,LUBUSKIE,ANGELINA,KOBIETA,3
8,LUBUSKIE,ELŻBIETA,KOBIETA,3
8,LUBUSKIE,LILLY,KOBIETA,3
8,LUBUSKIE,SOLOMIA,KOBIETA,3
8,LUBUSKIE,KARINA,KOBIETA,3
8,LUBUSKIE,IZABELLA,KOBIETA,3
8,LUBUSKIE,MIIA,KOBIETA,3
8,LUBUSKIE,MARGARITA,KOBIETA,3
8,LUBUSKIE,MELISA,KOBIETA,2
8,LUBUSKIE,FRANCISZKA,KOBIETA,2
8,LUBUSKIE,ADELE,KOBIETA,2
8,LUBUSKIE,IVANNA,KOBIETA,2
8,LUBUSKIE,TAMARA,KOBIETA,2
8,LUBUSKIE,VARVARA,KOBIETA,2
8,LUBUSKIE,IRYNA,KOBIETA,2
8,LUBUSKIE,CELINA,KOBIETA,2
8,LUBUSKIE,MARCJANNA,KOBIETA,2
8,LUBUSKIE,JOWITA,KOBIETA,2
8,LUBUSKIE,ANASTASIIA,KOBIETA,2
8,LUBUSKIE,JESSICA,KOBIETA,2
8,LUBUSKIE,MARZENA,KOBIETA,2
8,LUBUSKIE,KAYA,KOBIETA,2
8,LUBUSKIE,LIA,KOBIETA,2
8,LUBUSKIE,NELL,KOBIETA,2
8,LUBUSKIE,STELLA,KOBIETA,2
8,LUBUSKIE,LILA,KOBIETA,2
8,LUBUSKIE,NICOLA,KOBIETA,2
8,LUBUSKIE,SAMIRA,KOBIETA,2
8,LUBUSKIE,JUDYTA,KOBIETA,2
